order_item_id,order_id,product_id,quantity,unit_price
OI0001771,ORD000595,PRD0071,26,189.96
OI0001772,ORD000595,PRD0027,16,38.21
OI0001773,ORD000595,PRD0041,10,74.92
OI0001774,ORD000596,PRD0005,9,143.43
OI0001775,ORD000597,PRD0010,4,6.66
OI0001776,ORD000597,PRD0130,34,40.15
OI0001777,ORD000598,PRD0010,10,6.66
OI0001778,ORD000598,PRD0002,37,172.3
OI0001779,ORD000598,PRD0139,32,18.24
OI0001780,ORD000598,PRD0100,24,36.13
OI0001781,ORD000598,PRD0143,36,205.5
OI0001782,ORD000599,PRD0015,28,31.62
OI0001783,ORD000599,PRD0110,19,237.89
OI0001784,ORD000599,PRD0139,10,18.24
OI0001785,ORD000599,PRD0127,38,116.1
OI0001786,ORD000599,PRD0026,29,173.51
OI0001787,ORD000600,PRD0094,14,30.93
OI0001788,ORD000600,PRD0094,33,30.93
OI0001789,ORD000600,PRD0059,14,201.86
OI0001790,ORD000601,PRD0095,29,72.24
OI0001791,ORD000601,PRD0037,27,226.8
OI0001792,ORD000601,PRD0079,34,153.34
OI0001793,ORD000602,PRD0038,40,222.91
OI0001794,ORD000602,PRD0071,32,189.96
OI0001795,ORD000602,PRD0062,35,239.86
OI0001796,ORD000602,PRD0148,28,127.25
OI0001797,ORD000603,PRD0058,19,182.31
OI0001798,ORD000604,PRD0048,17,221.86
OI0001799,ORD000604,PRD0089,40,150.86
OI0001800,ORD000604,PRD0078,27,105.62
OI0001801,ORD000605,PRD0058,38,182.31
OI0001802,ORD000605,PRD0027,5,38.21
OI0001803,ORD000605,PRD0087,36,40.72
OI0001804,ORD000605,PRD0106,23,22.39
OI0001805,ORD000606,PRD0117,3,90.73
OI0001806,ORD000607,PRD0133,24,216.9
OI0001807,ORD000608,PRD0119,18,39.29
OI0001808,ORD000608,PRD0075,35,173.74
OI0001809,ORD000608,PRD0143,13,205.5
OI0001810,ORD000609,PRD0065,5,120.88
OI0001811,ORD000609,PRD0115,25,102.09
OI0001812,ORD000609,PRD0149,40,233.51
OI0001813,ORD000609,PRD0102,27,215.21
OI0001814,ORD000610,PRD0139,16,18.24
OI0001815,ORD000610,PRD0113,18,176.91
OI0001816,ORD000610,PRD0079,13,153.34
OI0001817,ORD000610,PRD0105,2,220.36
OI0001818,ORD000610,PRD0107,32,140.4
OI0001819,ORD000611,PRD999,3,32.18
OI0001820,ORD000611,PRD0100,16,36.13
OI0001821,ORD000611,PRD0006,24,140.22
OI0001822,ORD000611,PRD0147,13,123.59
OI0001823,ORD000612,PRD0001,14,115.82
OI0001824,ORD000612,PRD0093,34,66.58
OI0001825,ORD000612,PRD0086,7,218.7
OI0001826,ORD000613,PRD0059,11,201.86
OI0001827,ORD000614,PRD0051,9,24.49
OI0001828,ORD000614,PRD0012,31,114.28
OI0001829,ORD000614,PRD0072,22,230.67
OI0001830,ORD000615,PRD0046,14,105.44
OI0001831,ORD000615,PRD0007,39,82.58
OI0001832,ORD000615,PRD0139,1,18.24
OI0001833,ORD000615,PRD0027,1,38.21
OI0001834,ORD000615,PRD0085,21,63.68
OI0001835,ORD000616,PRD0084,37,40.42
OI0001836,ORD000616,PRD0055,30,122.67
OI0001837,ORD000616,PRD0070,1,225.75
OI0001838,ORD000616,PRD0092,39,57.63
OI0001839,ORD000616,PRD0004,25,27.44
OI0001840,ORD000617,PRD0150,16,124.38
OI0001841,ORD000617,PRD0115,22,102.09
OI0001842,ORD000617,PRD0096,4,78.52
OI0001843,ORD000618,PRD0116,8,227.68
OI0001844,ORD000618,PRD0123,5,236.61
OI0001845,ORD000619,PRD0082,5,109.81
OI0001846,ORD000619,PRD0024,15,87.52
OI0001847,ORD000619,PRD0104,35,165.96
OI0001848,ORD000619,PRD0051,38,24.49
OI0001849,ORD000619,PRD0003,17,72.4
OI0001850,ORD000620,PRD0096,25,78.52
OI0001851,ORD000620,PRD0043,30,154.31
OI0001852,ORD000620,PRD0064,33,230.86
OI0001853,ORD000620,PRD0041,35,74.92
OI0001854,ORD000621,PRD0133,18,216.9
OI0001855,ORD000621,PRD0097,6,166.76
OI0001856,ORD000621,PRD0086,1,218.7
OI0001857,ORD000621,PRD0052,27,207.39
OI0001858,ORD000622,PRD0030,11,101.78
OI0001859,ORD000622,PRD0125,28,149.25
OI0001860,ORD000622,PRD0046,34,105.44
OI0001861,ORD000622,PRD0118,30,113.75
OI0001862,ORD000622,PRD0037,9,226.8
OI0001863,ORD000623,PRD0021,12,92.86
OI0001864,ORD000623,PRD0063,37,139.58
OI0001865,ORD000623,PRD0029,14,203.27
OI0001866,ORD000624,PRD0072,26,230.67
OI0001867,ORD000625,PRD0110,31,237.89
OI0001868,ORD000625,PRD0004,14,27.44
OI0001869,ORD000625,PRD0107,26,140.4
OI0001870,ORD000626,PRD0034,11,69.78
OI0001871,ORD000626,PRD0032,20,206.97
OI0001872,ORD000626,PRD0043,39,154.31
OI0001873,ORD000627,PRD0094,25,30.93
OI0001874,ORD000627,PRD0021,40,92.86
OI0001875,ORD000627,PRD0138,30,105.95
OI0001876,ORD000627,PRD0053,13,122.42
OI0001877,ORD000628,PRD0129,26,171.21
OI0001878,ORD000629,PRD0090,40,72.4
OI0001879,ORD000629,PRD0104,29,165.96
OI0001880,ORD000630,PRD0078,9,105.62
OI0001881,ORD000630,PRD0057,4,163.07
OI0001882,ORD000630,PRD0070,9,225.75
OI0001883,ORD000630,PRD0051,17,24.49
OI0001884,ORD000631,PRD0022,2,35.83
OI0001885,ORD000631,PRD0022,2,35.83
OI0001886,ORD000632,PRD0029,25,203.27
OI0001887,ORD000632,PRD0086,23,218.7
OI0001888,ORD000632,PRD0074,11,95.86
OI0001889,ORD000633,PRD0108,18,29.96
OI0001890,ORD000633,PRD0031,27,30.67
OI0001891,ORD000633,PRD0110,2,237.89
OI0001892,ORD000633,PRD000,-24,24.37
OI0001893,ORD000633,PRD0058,34,182.31
OI0001894,ORD000634,PRD0075,11,173.74
OI0001895,ORD000634,PRD0129,9,171.21
OI0001896,ORD000634,PRD0064,2,230.86
OI0001897,ORD000634,PRD0074,10,95.86
OI0001898,ORD000634,PRD0021,1,92.86
OI0001899,ORD000635,PRD0009,25,38.6
OI0001900,ORD000635,PRD0009,15,38.6
OI0001901,ORD000635,PRD0085,40,63.68
OI0001902,ORD000636,PRD0138,19,105.95
OI0001903,ORD000637,PRD0081,21,47.37
OI0001904,ORD000637,PRD0063,23,139.58
OI0001905,ORD000637,PRD0005,4,143.43
OI0001906,ORD000637,PRD0105,6,220.36
OI0001907,ORD000638,PRD0118,14,113.75
OI0001908,ORD000638,PRD0035,19,236.05
OI0001909,ORD000638,PRD0064,35,230.86
OI0001910,ORD000638,PRD0043,-23,154.31
OI0001911,ORD000639,PRD0003,20,72.4
OI0001912,ORD000640,PRD0021,18,92.86
OI0001913,ORD000640,PRD0127,33,116.1
OI0001914,ORD000640,PRD0041,4,74.92
OI0001915,ORD000640,PRD0093,2,66.58
OI0001916,ORD000641,PRD0035,26,236.05
OI0001917,ORD000642,PRD0082,21,109.81
OI0001918,ORD000642,PRD0058,5,182.31
OI0001919,ORD000643,PRD999,31,114.43
OI0001920,ORD000643,PRD0099,14,16.05
OI0001921,ORD000643,PRD0047,25,157.02
OI0001922,ORD000644,PRD0117,16,90.73
OI0001923,ORD000644,PRD0101,33,119.36
OI0001924,ORD000644,PRD0104,9,165.96
OI0001925,ORD000644,PRD0017,34,191.07
OI0001926,ORD000644,PRD0075,1,173.74
OI0001927,ORD000645,PRD0041,19,74.92
OI0001928,ORD000646,PRD0026,39,173.51
OI0001929,ORD000646,PRD0141,8,106.53
OI0001930,ORD000647,PRD0014,10,23.8
OI0001931,ORD000647,PRD0121,38,231.51
OI0001932,ORD000647,PRD0032,17,206.97
OI0001933,ORD000648,PRD0119,31,39.29
OI0001934,ORD000648,PRD0096,31,78.52
OI0001935,ORD000648,PRD0062,6,239.86
OI0001936,ORD000649,PRD0048,40,221.86
OI0001937,ORD000649,PRD0045,16,7.03
OI0001938,ORD000649,PRD0092,9,57.63
OI0001939,ORD000649,PRD0139,5,18.24
OI0001940,ORD000649,PRD0122,22,18.49
OI0001941,ORD000650,PRD0005,33,143.43
OI0001942,ORD000650,PRD0124,16,45.26
OI0001943,ORD000650,PRD0134,9,26.01
OI0001944,ORD000651,PRD0112,31,160.95
OI0001945,ORD000651,PRD0129,5,171.21
OI0001946,ORD000651,PRD0069,3,54.19
OI0001947,ORD000652,PRD0119,12,39.29
OI0001948,ORD000652,PRD0074,10,95.86
OI0001949,ORD000653,PRD0130,2,40.15
OI0001950,ORD000653,PRD0010,17,6.66
OI0001951,ORD000653,PRD0149,30,233.51
OI0001952,ORD000653,PRD0082,30,109.81
OI0001953,ORD000654,PRD0020,1,7.41
OI0001954,ORD000655,PRD0140,5,180.3
OI0001955,ORD000655,PRD0099,21,16.05
OI0001956,ORD000655,PRD999,25,176.99
OI0001957,ORD000655,PRD0061,31,123.38
OI0001958,ORD000655,PRD0026,12,173.51
OI0001959,ORD000656,PRD0038,21,222.91
OI0001960,ORD000656,PRD0021,32,92.86
OI0001961,ORD000656,PRD0127,20,116.1
OI0001962,ORD000656,PRD0133,15,216.9
OI0001963,ORD000656,PRD0130,6,40.15
OI0001964,ORD000657,PRD0036,27,191.05
OI0001965,ORD000657,PRD0065,39,120.88
OI0001966,ORD000657,PRD0141,40,106.53
OI0001967,ORD000658,PRD0074,17,95.86
OI0001968,ORD000658,PRD0094,40,30.93
OI0001969,ORD000658,PRD0021,20,92.86
OI0001970,ORD000658,PRD0120,35,91.06
OI0001971,ORD000659,PRD0111,37,83.5
OI0001972,ORD000660,PRD0003,23,72.4
OI0001973,ORD000660,PRD0094,35,30.93
OI0001974,ORD000661,PRD0120,31,91.06
OI0001975,ORD000661,PRD0132,9,115.18
OI0001976,ORD000662,PRD0009,11,38.6
OI0001977,ORD000662,PRD0006,7,140.22
OI0001978,ORD000663,PRD0133,29,216.9
OI0001979,ORD000663,PRD0139,3,18.24
OI0001980,ORD000663,PRD0147,9,123.59
OI0001981,ORD000663,PRD0139,8,18.24
OI0001982,ORD000663,PRD0079,10,153.34
OI0001983,ORD000664,PRD0020,12,7.41
OI0001984,ORD000664,PRD0104,14,165.96
OI0001985,ORD000665,PRD0093,39,66.58
OI0001986,ORD000665,PRD0101,14,119.36
OI0001987,ORD000665,PRD0104,5,165.96
OI0001988,ORD000665,PRD0147,6,123.59
OI0001989,ORD000665,PRD0132,13,115.18
OI0001990,ORD000666,PRD0134,10,26.01
OI0001991,ORD000666,PRD0134,14,26.01
OI0001992,ORD000667,PRD0150,34,124.38
OI0001993,ORD000667,PRD0069,17,54.19
OI0001994,ORD000667,PRD0053,20,122.42
OI0001995,ORD000667,PRD0137,28,60.23
OI0001996,ORD000667,PRD0142,15,15.65
OI0001997,ORD000668,PRD0044,37,142.63
OI0001998,ORD000668,PRD0126,8,35.6
OI0001999,ORD000668,PRD0067,33,172.46
OI0002000,ORD000668,PRD0080,34,78.97
OI0002001,ORD000668,PRD0045,14,7.03
OI0002002,ORD000669,PRD0056,35,107.05
OI0002003,ORD000669,PRD0124,4,45.26
OI0002004,ORD000670,PRD0006,17,140.22
OI0002005,ORD000670,PRD0015,22,31.62
OI0002006,ORD000671,PRD0022,27,35.83
OI0002007,ORD000671,PRD0117,16,90.73
OI0002008,ORD000671,PRD0108,36,29.96
OI0002009,ORD000671,PRD0128,4,123.35
OI0002010,ORD000672,PRD0008,2,87.17
OI0002011,ORD000672,PRD0091,10,175.98
OI0002012,ORD000672,PRD0026,18,173.51
OI0002013,ORD000672,PRD0143,6,205.5
OI0002014,ORD000673,PRD0145,9,92.02
OI0002015,ORD000673,PRD0044,11,142.63
OI0002016,ORD000673,PRD0113,11,176.91
OI0002017,ORD000673,PRD0061,9,123.38
OI0002018,ORD000673,PRD0044,29,142.63
OI0002019,ORD000674,PRD0089,14,150.86
OI0002020,ORD000674,PRD0093,22,66.58
OI0002021,ORD000674,PRD0015,12,31.62
OI0002022,ORD000674,PRD0082,3,109.81
OI0002023,ORD000675,PRD0002,-5,172.3
OI0002024,ORD000675,PRD0150,28,124.38
OI0002025,ORD000676,PRD0013,28,202.19
OI0002026,ORD000676,PRD0045,37,7.03
OI0002027,ORD000676,PRD0113,14,176.91
OI0002028,ORD000676,PRD0013,14,202.19
OI0002029,ORD000677,PRD0147,23,123.59
OI0002030,ORD000678,PRD0106,29,22.39
OI0002031,ORD000679,PRD0095,32,72.24
OI0002032,ORD000679,PRD0062,11,239.86
OI0002033,ORD000679,PRD0049,9,178.36
OI0002034,ORD000679,PRD0114,16,122.24
OI0002035,ORD000680,PRD0104,28,165.96
OI0002036,ORD000681,PRD0044,25,142.63
OI0002037,ORD000681,PRD0030,4,101.78
OI0002038,ORD000681,PRD0083,20,19.93
OI0002039,ORD000681,PRD0072,18,230.67
OI0002040,ORD000681,PRD0050,29,176.43
OI0002041,ORD000682,PRD0101,36,119.36
OI0002042,ORD000682,PRD0127,8,116.1
OI0002043,ORD000682,PRD0101,24,119.36
OI0002044,ORD000682,PRD0090,15,72.4
OI0002045,ORD000683,PRD0012,38,114.28
OI0002046,ORD000683,PRD0031,15,30.67
OI0002047,ORD000683,PRD0126,1,35.6
OI0002048,ORD000684,PRD0056,3,107.05
OI0002049,ORD000684,PRD0012,29,114.28
OI0002050,ORD000684,PRD0079,30,153.34
OI0002051,ORD000684,PRD0120,2,91.06
OI0002052,ORD000684,PRD0108,24,29.96
OI0002053,ORD000685,PRD0065,25,120.88
OI0002054,ORD000685,PRD0053,1,122.42
OI0002055,ORD000686,PRD0050,14,176.43
OI0002056,ORD000686,PRD000,18,214.89
OI0002057,ORD000687,PRD0146,8,116.28
OI0002058,ORD000687,PRD0066,29,106.81
OI0002059,ORD000688,PRD0148,12,127.25
OI0002060,ORD000688,PRD0063,12,139.58
OI0002061,ORD000688,PRD0140,17,180.3
OI0002062,ORD000688,PRD0093,31,66.58
OI0002063,ORD000689,PRD0079,11,153.34
OI0002064,ORD000689,PRD0096,36,78.52
OI0002065,ORD000689,PRD0046,33,105.44
OI0002066,ORD000689,PRD0037,17,226.8
OI0002067,ORD000689,PRD0089,26,150.86
OI0002068,ORD000690,PRD0141,19,106.53
OI0002069,ORD000690,PRD0139,1,18.24
OI0002070,ORD000690,PRD0111,27,83.5
OI0002071,ORD000690,PRD0130,14,40.15
OI0002072,ORD000691,PRD0052,11,207.39
OI0002073,ORD000691,PRD0094,2,30.93
OI0002074,ORD000691,PRD0094,19,30.93
OI0002075,ORD000692,PRD0118,4,113.75
OI0002076,ORD000692,PRD0029,9,203.27
OI0002077,ORD000693,PRD0147,31,123.59
OI0002078,ORD000693,PRD0014,25,23.8
OI0002079,ORD000693,PRD999,4,116.23
OI0002080,ORD000693,PRD0071,16,189.96
OI0002081,ORD000693,PRD0150,3,124.38
OI0002082,ORD000694,PRD0030,7,101.78
OI0002083,ORD000694,PRD0148,31,127.25
OI0002084,ORD000694,PRD0120,9,91.06
OI0002085,ORD000694,PRD0028,22,98.85
OI0002086,ORD000694,PRD0017,21,191.07
OI0002087,ORD000695,PRD0074,27,95.86
OI0002088,ORD000696,PRD0051,3,24.49
OI0002089,ORD000696,PRD0135,15,148.62
OI0002090,ORD000696,PRD0108,35,29.96
OI0002091,ORD000696,PRD0061,27,123.38
OI0002092,ORD000696,PRD0008,14,87.17
OI0002093,ORD000697,PRD0024,28,87.52
OI0002094,ORD000697,PRD0087,37,40.72
OI0002095,ORD000697,PRD0101,10,119.36
OI0002096,ORD000697,PRD0141,32,106.53
OI0002097,ORD000698,PRD0137,2,60.23
OI0002098,ORD000699,PRD0085,12,63.68
OI0002099,ORD000700,PRD0136,19,5.82
OI0002100,ORD000700,PRD0025,31,79.83
OI0002101,ORD000700,PRD0133,2,216.9
OI0002102,ORD000701,PRD0065,5,120.88
OI0002103,ORD000701,PRD0117,24,90.73
OI0002104,ORD000701,PRD0087,28,40.72
OI0002105,ORD000701,PRD0036,6,191.05
OI0002106,ORD000702,PRD0073,34,68.46
OI0002107,ORD000702,PRD0019,2,188.65
OI0002108,ORD000702,PRD0005,33,143.43
OI0002109,ORD000702,PRD0094,36,30.93
OI0002110,ORD000703,PRD0094,33,30.93
OI0002111,ORD000703,PRD0101,13,119.36
OI0002112,ORD000704,PRD0102,23,215.21
OI0002113,ORD000704,PRD0029,1,203.27
OI0002114,ORD000704,PRD0102,40,215.21
OI0002115,ORD000705,PRD0080,10,78.97
OI0002116,ORD000705,PRD0046,6,105.44
OI0002117,ORD000705,PRD0122,40,18.49
OI0002118,ORD000705,PRD0123,4,236.61
OI0002119,ORD000706,PRD0084,13,40.42
OI0002120,ORD000706,PRD0042,10,34.49
OI0002121,ORD000706,PRD0105,15,220.36
OI0002122,ORD000706,PRD0117,10,90.73
OI0002123,ORD000707,PRD0030,33,101.78
OI0002124,ORD000707,PRD0127,40,116.1
OI0002125,ORD000708,PRD0145,33,92.02
OI0002126,ORD000708,PRD0001,6,115.82
OI0002127,ORD000709,PRD0094,28,30.93
OI0002128,ORD000709,PRD0115,5,102.09
OI0002129,ORD000709,PRD0031,35,30.67
OI0002130,ORD000710,PRD0136,13,5.82
OI0002131,ORD000710,PRD0031,18,30.67
OI0002132,ORD000710,PRD0131,40,31.12
OI0002133,ORD000711,PRD0090,32,72.4
OI0002134,ORD000712,PRD0141,26,106.53
OI0002135,ORD000713,PRD0006,30,140.22
OI0002136,ORD000713,PRD0051,28,24.49
OI0002137,ORD000713,PRD0052,10,207.39
OI0002138,ORD000713,PRD0078,23,105.62
OI0002139,ORD000713,PRD0146,6,116.28
OI0002140,ORD000714,PRD0084,5,40.42
OI0002141,ORD000714,PRD0107,2,140.4
OI0002142,ORD000714,PRD0120,28,91.06
OI0002143,ORD000714,PRD0007,15,82.58
OI0002144,ORD000715,PRD0019,34,188.65
OI0002145,ORD000715,PRD0127,3,116.1
OI0002146,ORD000715,PRD0087,18,40.72
OI0002147,ORD000715,PRD0032,16,206.97
OI0002148,ORD000716,PRD0149,31,233.51
OI0002149,ORD000716,PRD0145,38,92.02
OI0002150,ORD000716,PRD0129,20,171.21
OI0002151,ORD000717,PRD0045,22,7.03
OI0002152,ORD000717,PRD0046,12,105.44
OI0002153,ORD000717,PRD0051,9,24.49
OI0002154,ORD000717,PRD0121,35,231.51
OI0002155,ORD000718,PRD0109,9,119.42
OI0002156,ORD000719,PRD0060,37,47.82
OI0002157,ORD000719,PRD0130,16,40.15
OI0002158,ORD000719,PRD0038,15,222.91
OI0002159,ORD000719,PRD0106,25,22.39
OI0002160,ORD000719,PRD0015,30,31.62
OI0002161,ORD000720,PRD0065,14,120.88
OI0002162,ORD000720,PRD0036,1,191.05
OI0002163,ORD000720,PRD0018,4,211.58
OI0002164,ORD000721,PRD0127,35,116.1
OI0002165,ORD000721,PRD0081,30,47.37
OI0002166,ORD000721,PRD0123,22,236.61
OI0002167,ORD000721,PRD0132,5,115.18
OI0002168,ORD000721,PRD0088,3,54.55
OI0002169,ORD000722,PRD0075,18,173.74
OI0002170,ORD000722,PRD0041,32,74.92
OI0002171,ORD000723,PRD0116,4,227.68
OI0002172,ORD000723,PRD0022,27,35.83
OI0002173,ORD000723,PRD0137,18,60.23
OI0002174,ORD000724,PRD0076,23,28.95
OI0002175,ORD000724,PRD0006,38,140.22
OI0002176,ORD000724,PRD0056,2,107.05
OI0002177,ORD000724,PRD0087,37,40.72
OI0002178,ORD000725,PRD0022,5,35.83
OI0002179,ORD000725,PRD0040,19,179.3
OI0002180,ORD000725,PRD0034,18,69.78
OI0002181,ORD000726,PRD0075,40,173.74
OI0002182,ORD000727,PRD0065,5,120.88
OI0002183,ORD000727,PRD0093,6,66.58
OI0002184,ORD000727,PRD000,6,223.19
OI0002185,ORD000727,PRD0021,27,92.86
OI0002186,ORD000727,PRD0135,31,148.62
OI0002187,ORD000728,PRD0127,36,116.1
OI0002188,ORD000728,PRD0075,35,173.74
OI0002189,ORD000729,PRD0026,25,173.51
OI0002190,ORD000729,PRD0116,15,227.68
OI0002191,ORD000729,PRD0024,37,87.52
OI0002192,ORD000729,PRD0062,33,239.86
OI0002193,ORD000730,PRD0044,28,142.63
OI0002194,ORD000730,PRD0105,14,220.36
OI0002195,ORD000730,PRD0102,3,215.21
OI0002196,ORD000730,PRD0031,31,30.67
OI0002197,ORD000730,PRD0108,1,29.96
OI0002198,ORD000731,PRD0061,9,123.38
OI0002199,ORD000731,PRD0047,34,157.02
OI0002200,ORD000731,PRD0003,38,72.4
OI0002201,ORD000732,PRD0079,38,153.34
OI0002202,ORD000732,PRD0002,22,172.3
OI0002203,ORD000732,PRD0121,4,231.51
OI0002204,ORD000732,PRD0018,39,211.58
OI0002205,ORD000732,PRD0092,34,57.63
OI0002206,ORD000733,PRD0067,21,172.46
OI0002207,ORD000733,PRD0125,22,149.25
OI0002208,ORD000733,PRD0136,12,5.82
OI0002209,ORD000734,PRD0073,14,68.46
OI0002210,ORD000734,PRD0005,12,143.43
OI0002211,ORD000734,PRD0106,31,22.39
OI0002212,ORD000734,PRD0025,38,79.83
OI0002213,ORD000734,PRD0030,9,101.78
OI0002214,ORD000735,PRD0087,16,40.72
OI0002215,ORD000735,PRD0084,14,40.42
OI0002216,ORD000735,PRD0044,31,142.63
OI0002217,ORD000735,PRD0089,33,150.86
OI0002218,ORD000735,PRD0054,16,58.91
OI0002219,ORD000736,PRD0150,24,124.38
OI0002220,ORD000736,PRD0032,37,206.97
OI0002221,ORD000736,PRD0076,34,28.95
OI0002222,ORD000736,PRD0031,21,30.67
OI0002223,ORD000737,PRD0132,6,115.18
OI0002224,ORD000737,PRD0096,36,78.52
OI0002225,ORD000737,PRD0117,23,90.73
OI0002226,ORD000737,PRD0002,31,172.3
OI0002227,ORD000738,PRD0128,22,123.35
OI0002228,ORD000738,PRD0049,1,178.36
OI0002229,ORD000739,PRD0137,33,60.23
OI0002230,ORD000739,PRD0024,12,87.52
OI0002231,ORD000739,PRD0007,40,82.58
OI0002232,ORD000740,PRD0103,34,124.22
OI0002233,ORD000740,PRD0076,30,28.95
OI0002234,ORD000741,PRD0049,7,178.36
OI0002235,ORD000741,PRD0075,31,173.74
OI0002236,ORD000741,PRD0112,34,160.95
OI0002237,ORD000741,PRD0033,27,49.71
OI0002238,ORD000741,PRD0001,30,115.82
OI0002239,ORD000742,PRD0077,34,121.36
OI0002240,ORD000743,PRD0083,7,19.93
OI0002241,ORD000744,PRD0141,16,106.53
OI0002242,ORD000744,PRD0098,40,38.66
OI0002243,ORD000744,PRD0001,16,115.82
OI0002244,ORD000744,PRD0014,6,23.8
OI0002245,ORD000745,PRD0002,15,172.3
OI0002246,ORD000746,PRD0041,27,74.92
OI0002247,ORD000746,PRD0103,10,124.22
OI0002248,ORD000747,PRD0074,4,95.86
OI0002249,ORD000748,PRD0113,19,176.91
OI0002250,ORD000748,PRD0002,21,172.3
OI0002251,ORD000748,PRD0063,32,139.58
OI0002252,ORD000748,PRD0128,3,123.35
OI0002253,ORD000748,PRD0112,23,160.95
OI0002254,ORD000749,PRD000,14,218.42
OI0002255,ORD000749,PRD0080,26,78.97
OI0002256,ORD000750,PRD0078,32,105.62
OI0002257,ORD000751,PRD0001,19,115.82
OI0002258,ORD000751,PRD0064,13,230.86
OI0002259,ORD000751,PRD0038,5,222.91
OI0002260,ORD000752,PRD0103,20,124.22
OI0002261,ORD000752,PRD0036,-12,191.05
OI0002262,ORD000753,PRD0073,15,68.46
OI0002263,ORD000753,PRD0087,17,40.72
OI0002264,ORD000753,PRD0099,3,16.05
OI0002265,ORD000754,PRD0061,21,123.38
OI0002266,ORD000755,PRD0068,36,29.13
OI0002267,ORD000755,PRD0025,21,79.83
OI0002268,ORD000755,PRD0034,31,69.78
OI0002269,ORD000756,PRD0044,38,142.63
OI0002270,ORD000757,PRD0138,7,105.95
OI0002271,ORD000758,PRD0139,7,18.24
OI0002272,ORD000758,PRD0058,37,182.31
OI0002273,ORD000758,PRD0148,35,127.25
OI0002274,ORD000759,PRD0092,19,57.63
OI0002275,ORD000759,PRD0077,17,121.36
OI0002276,ORD000760,PRD0076,31,28.95
OI0002277,ORD000760,PRD0111,6,83.5
OI0002278,ORD000760,PRD0085,34,63.68
OI0002279,ORD000760,PRD0062,20,239.86
OI0002280,ORD000760,PRD0090,6,72.4
OI0002281,ORD000761,PRD0114,39,122.24
OI0002282,ORD000761,PRD0086,3,218.7
OI0002283,ORD000761,PRD0016,6,191.36
OI0002284,ORD000762,PRD0036,35,191.05
OI0002285,ORD000762,PRD0038,20,222.91
OI0002286,ORD000762,PRD0127,25,116.1
OI0002287,ORD000763,PRD0135,31,148.62
OI0002288,ORD000763,PRD0003,19,72.4
OI0002289,ORD000763,PRD0065,31,120.88
OI0002290,ORD000763,PRD0108,37,29.96
OI0002291,ORD000764,PRD0103,35,124.22
OI0002292,ORD000764,PRD0043,34,154.31
OI0002293,ORD000765,PRD0050,12,176.43
OI0002294,ORD000765,PRD0123,3,236.61
OI0002295,ORD000765,PRD0092,33,57.63
OI0002296,ORD000765,PRD0094,12,30.93
OI0002297,ORD000765,PRD0090,40,72.4
OI0002298,ORD000766,PRD0092,21,57.63
OI0002299,ORD000766,PRD0091,14,175.98
OI0002300,ORD000766,PRD0123,1,236.61
OI0002301,ORD000766,PRD0016,15,191.36
OI0002302,ORD000767,PRD0149,18,233.51
OI0002303,ORD000768,PRD0073,22,68.46
OI0002304,ORD000769,PRD0116,2,227.68
OI0002305,ORD000769,PRD0044,3,142.63
OI0002306,ORD000769,PRD0144,3,190.91
OI0002307,ORD000769,PRD0055,26,122.67
OI0002308,ORD000769,PRD0032,15,206.97
OI0002309,ORD000770,PRD0117,5,90.73
OI0002310,ORD000771,PRD0019,23,188.65
OI0002311,ORD000771,PRD0090,25,72.4
OI0002312,ORD000771,PRD0085,9,63.68
OI0002313,ORD000771,PRD0145,3,92.02
OI0002314,ORD000771,PRD0125,24,149.25
OI0002315,ORD000772,PRD0147,19,123.59
OI0002316,ORD000772,PRD0112,15,160.95
OI0002317,ORD000772,PRD0114,38,122.24
OI0002318,ORD000773,PRD0089,26,150.86
OI0002319,ORD000773,PRD0014,30,23.8
OI0002320,ORD000774,PRD0105,17,220.36
OI0002321,ORD000774,PRD0043,7,154.31
OI0002322,ORD000774,PRD0015,26,31.62
OI0002323,ORD000774,PRD0119,40,39.29
OI0002324,ORD000775,PRD0014,17,23.8
OI0002325,ORD000775,PRD0126,34,35.6
OI0002326,ORD000775,PRD0132,29,115.18
OI0002327,ORD000775,PRD0139,27,18.24
OI0002328,ORD000776,PRD0047,14,157.02
OI0002329,ORD000776,PRD0009,27,38.6
OI0002330,ORD000776,PRD0131,39,31.12
OI0002331,ORD000777,PRD0026,10,173.51
OI0002332,ORD000777,PRD0100,9,36.13
OI0002333,ORD000778,PRD0111,39,83.5
OI0002334,ORD000779,PRD0105,32,220.36
OI0002335,ORD000779,PRD0146,5,116.28
OI0002336,ORD000780,PRD0068,26,29.13
OI0002337,ORD000781,PRD0025,6,79.83
OI0002338,ORD000781,PRD0115,16,102.09
OI0002339,ORD000781,PRD0118,32,113.75
OI0002340,ORD000781,PRD0117,28,90.73
OI0002341,ORD000781,PRD0106,10,22.39
OI0002342,ORD000782,PRD0037,17,226.8
OI0002343,ORD000782,PRD0027,25,38.21
OI0002344,ORD000782,PRD0102,27,215.21
OI0002345,ORD000782,PRD0058,40,182.31
OI0002346,ORD000782,PRD0119,26,39.29
OI0002347,ORD000783,PRD0047,39,157.02
OI0002348,ORD000783,PRD0099,29,16.05
OI0002349,ORD000783,PRD0064,35,230.86
OI0002350,ORD000783,PRD0077,3,121.36
OI0002351,ORD000783,PRD0142,28,15.65
OI0002352,ORD000784,PRD0004,26,27.44
