order_id,customer_id,store_id,employee_id,order_date,status
ORD000914,CUST01162,DC003,EMP0365,2023-10-21,Cancelled
ORD000915,CUST03319,DC004,EMP0769,2025-04-03,Fulfilled
ORD000916,CUST02807,DC018,EMP0655,2021-12-29,Fulfilled
ORD000917,CUST02696,DC009,EMP0453,2021-06-21,Fulfilled
ORD000918,CUST03012,DC019,EMP0010,2024-03-07,Pending
ORD000919,CUST03727,DC021,EMP0734,2024-04-02,Cancelled
ORD000920,CUST02942,DC012,EMP0675,2021-08-05,Pending
ORD000921,CUST02262,DC023,EMP0495,2021-11-03,Fulfilled
ORD000922,CUST03421,DC004,EMP0535,2024-08-20,Pending
ORD000923,CUST02966,DC018,EMP0192,2021-09-18,Backordered
ORD000924,CUST03503,DC013,EMP0146,2022-02-12,Backordered
ORD000925,CUST02718,DC004,EMP0590,2022-08-21,Backordered
ORD000926,CUST00816,DC023,EMP0784,2024-07-04,Cancelled
ORD000927,CUST00623,DC019,EMP0370,2022-04-15,Fulfilled
ORD000928,CUST03785,DC024,EMP0029,2025-01-25,Fulfilled
ORD000929,CUST03192,DC021,EMP0396,2022-07-03,Fulfilled
ORD000930,CUST02269,DC006,EMP0455,2021-06-27,Backordered
ORD000931,CUST03736,DC005,EMP0440,2025-11-21,Pending
ORD000932,CUST03437,DC002,EMP0572,2021-07-14,Fulfilled
ORD000933,CUST03545,DC016,EMP0429,2022-09-01,Backordered
ORD000934,CUST03971,DC016,EMP0616,2023-09-28,Cancelled
ORD000935,CUST02306,DC013,EMP0701,2023-12-16,Cancelled
ORD000936,CUST02042,DC010,EMP0224,2023-04-28,Backordered
ORD000937,CUST02633,DC018,EMP0761,2024-06-21,Cancelled
ORD000938,CUST01405,DC005,EMP0328,2025-07-01,Cancelled
ORD000939,CUST00240,DC010,EMP0585,2023-11-15,Backordered
ORD000940,CUST01459,DC006,EMP0364,2021-11-28,Fulfilled
ORD000941,CUST02282,DC001,EMP0254,2025-12-11,Fulfilled
ORD000942,CUST02475,DC024,EMP0344,2022-03-29,Fulfilled
ORD000943,CUST00797,DC003,EMP0218,2025-01-31,Fulfilled
ORD000944,CUST01240,DC024,EMP0519,2021-05-17,Pending
ORD000945,CUST00312,DC015,EMP0274,2022-11-25,Fulfilled
ORD000946,CUST03376,DC006,EMP0646,2024-05-27,Fulfilled
ORD000947,CUST03856,DC015,EMP0793,2024-04-18,Fulfilled
ORD000948,CUST01223,DC012,EMP0463,2021-08-03,Backordered
ORD000949,CUST01236,DC006,EMP0332,2023-01-23,Backordered
ORD000950,CUST03021,DC013,EMP0004,2023-05-19,Cancelled
ORD000951,CUST03780,DC024,EMP0270,2024-11-06,Backordered
ORD000952,CUST00495,DC014,EMP0001,2021-07-30,Fulfilled
ORD000953,CUST01220,DC022,EMP0345,2023-09-20,Fulfilled
ORD000954,CUST02619,DC018,EMP0414,2022-09-16,Backordered
ORD000955,CUST03928,DC011,EMP0043,2025-05-28,Fulfilled
ORD000956,CUST00455,DC003,EMP0051,2022-10-31,Cancelled
ORD000957,CUST03534,DC007,EMP0016,2021-02-06,Fulfilled
ORD000958,CUST01211,DC016,EMP0096,2022-12-12,Fulfilled
ORD000959,CUST02201,DC015,EMP0063,2023-08-07,Pending
ORD000960,CUST00843,DC004,EMP0091,2021-08-03,Cancelled
ORD000961,CUST02619,DC005,EMP0710,2022-09-25,Fulfilled
ORD000962,CUST00811,DC014,EMP0395,2021-05-06,Fulfilled
ORD000963,CUST00860,DC005,EMP0569,2023-06-09,Pending
ORD000964,CUST02146,DC018,EMP0067,2024-06-22,Cancelled
ORD000965,CUST02918,DC022,EMP0345,2022-07-13,Backordered
ORD000966,CUST01616,DC019,EMP0651,2021-05-06,Fulfilled
ORD000967,CUST02939,DC019,EMP0582,2024-08-23,Fulfilled
ORD000968,CUST03085,DC009,EMP0185,2021-12-30,Fulfilled
ORD000969,CUST00242,DC020,EMP0032,2024-09-25,Backordered
ORD000970,CUST01380,DC007,EMP0641,2021-08-02,Pending
ORD000971,CUST01143,DC008,EMP0783,2022-06-09,Fulfilled
ORD000972,CUST00062,DC001,EMP0255,2022-03-29,Backordered
ORD000973,CUST03179,DC021,EMP0175,2022-12-20,Fulfilled
ORD000974,CUST03088,DC006,EMP0208,2023-12-15,Cancelled
ORD000975,CUST02101,DC018,EMP0767,2023-02-15,Cancelled
ORD000976,CUST03217,DC008,EMP0069,2025-02-04,Cancelled
ORD000977,CUST00812,DC023,EMP0522,2023-04-12,Pending
ORD000978,CUST01047,DC009,EMP0281,2024-01-15,Fulfilled
ORD000979,CUST03573,DC020,EMP0069,2021-08-19,Fulfilled
ORD000980,CUST00606,DC005,EMP0641,2023-02-22,Cancelled
ORD000981,CUST01262,DC005,EMP0784,2024-04-11,Fulfilled
ORD000982,CUST00619,DC001,EMP0008,2022-02-07,Fulfilled
ORD000983,CUST02338,DC001,EMP0164,2024-09-18,Fulfilled
ORD000984,CUST01268,DC005,EMP0361,2022-11-16,Backordered
ORD000985,CUST02077,DC008,EMP0794,2021-11-09,Cancelled
ORD000986,CUST00452,DC005,EMP0118,28/7/2021,Pending
ORD000987,CUST00055,DC003,EMP0191,2025-11-25,Backordered
ORD000988,CUST03666,DC005,EMP0720,2022-07-29,Pending
ORD000989,CUST02864,DC005,EMP0327,2021-01-15,Fulfilled
ORD000990,CUST02857,DC006,EMP0611,2022-01-03,Fulfilled
ORD000991,CUST01023,DC024,EMP0192,2021-12-03,Cancelled
ORD000992,CUST03930,DC011,EMP0339,2025-01-13,Fulfilled
ORD000993,CUST00800,DC009,EMP0235,2024-06-25,Backordered
ORD000994,CUST02624,DC018,EMP0427,2023-11-12,Fulfilled
ORD000995,CUST00227,DC007,EMP0029,2024-02-02,Pending
ORD000996,CUST03522,DC013,EMP0704,2023-02-02,Fulfilled
ORD000997,CUST00111,DC024,EMP0650,2025-01-29,Fulfilled
ORD000998,CUST02761,DC016,EMP0328,2023-11-07,Pending
ORD000999,CUST03611,DC015,EMP0394,2025-07-08,Fulfilled
ORD001000,CUST00746,DC018,EMP0134,2022-06-29,Fulfilled
ORD001001,CUST03940,DC009,EMP0241,2025-09-28,Backordered
ORD001002,CUST01945,DC003,EMP0316,2022-05-30,Fulfilled
ORD001003,CUST03296,DC001,EMP0356,2025-01-28,Fulfilled
ORD001004,CUST01461,DC010,EMP0101,2024-05-20,Fulfilled
ORD001005,CUST01742,DC004,EMP0660,2025-03-31,Fulfilled
ORD001006,CUST02163,DC009,EMP0151,2021-11-03,Pending
ORD001007,CUST00369,DC020,EMP0405,2024-08-07,Fulfilled
ORD001008,CUST00552,DC021,EMP0413,2025-04-19,Pending
ORD001009,CUST01506,DC003,EMP0198,2021-10-19,Fulfilled
ORD001010,CUST01623,DC022,EMP0616,2023-08-29,Fulfilled
ORD001011,CUST00046,DC017,EMP0289,2024-05-15,Fulfilled
ORD001012,CUST00062,DC007,EMP0273,2021-08-09,Cancelled
ORD001013,CUST00883,DC002,EMP0462,2022-07-01,Cancelled
ORD001014,CUST03426,DC021,EMP0705,2023-10-26,Cancelled
ORD001015,CUST03894,DC016,EMP0793,2025-10-05,Pending
ORD001016,CUST00305,DC005,EMP0480,2023-10-26,Cancelled
ORD001017,CUST02533,DC001,EMP0769,2024-12-26,Fulfilled
ORD001018,CUST01661,DC020,EMP0579,2021-10-28,Cancelled
ORD001019,CUST03462,DC014,EMP0174,2021-04-15,Fulfilled
ORD001020,CUST00584,DC001,EMP0380,2022-09-12,Fulfilled
ORD001021,CUST00824,DC002,EMP0433,2025-08-06,Pending
ORD001022,CUST03478,DC004,EMP0149,2025-12-27,Fulfilled
ORD001023,CUST00850,DC007,EMP0681,2025-01-11,Cancelled
ORD001024,CUST02665,DC018,EMP0791,2021-02-10,Pending
ORD001025,CUST00231,DC010,EMP0577,2025-06-27,Fulfilled
ORD001026,CUST03214,DC005,EMP0123,2025-01-05,Fulfilled
ORD001027,CUST03028,DC023,EMP0756,2022-06-22,Pending
ORD001028,CUST02293,DC019,EMP0570,2021-07-23,Pending
ORD001029,CUST01615,DC019,EMP0184,2025-05-28,Pending
ORD001030,CUST01460,DC018,EMP0717,2021-11-17,Pending
ORD001031,CUST00077,DC016,EMP0702,2024-07-29,Pending
ORD001032,CUST01751,DC020,EMP0653,2025-11-09,Cancelled
ORD001033,CUST02426,DC012,EMP0640,2024-11-24,Fulfilled
ORD001034,CUST01075,DC009,EMP0228,2021-04-04,Fulfilled
ORD001035,CUST03641,DC020,EMP0480,2024-08-09,Fulfilled
ORD001036,CUST01013,DC021,EMP0635,2023-03-17,Fulfilled
ORD001037,CUST00007,DC002,EMP0640,2023-09-10,Fulfilled
ORD001038,CUST01915,DC008,EMP0246,2021-05-07,Pending
ORD001039,CUST01338,DC004,EMP0796,22/3/2022,Fulfilled
ORD001040,CUST02378,DC007,EMP0681,2025-09-21,Fulfilled
ORD001041,CUST01710,DC023,EMP0526,2023-12-03,Backordered
ORD001042,CUST02145,DC022,EMP0331,2024-04-07,Fulfilled
ORD001043,CUST01572,DC020,EMP0250,2024-11-16,Pending
ORD001044,CUST02925,DC013,EMP0237,2025-01-15,Backordered
ORD001045,CUST02354,DC002,EMP0044,2024-01-26,Cancelled
ORD001046,CUST00003,DC016,EMP0240,2024-12-03,Fulfilled
ORD001047,CUST02422,DC021,EMP0364,2023-11-30,Backordered
ORD001048,CUST02514,DC016,EMP0709,2021-05-12,Cancelled
ORD001049,CUST00132,DC015,EMP0700,2023-03-15,Pending
ORD001050,CUST03008,DC016,EMP0321,2025-03-27,Fulfilled
ORD001051,CUST02611,DC024,EMP0372,2023-09-20,Pending
ORD001052,CUST02696,DC014,EMP0562,2023-10-28,Pending
ORD001053,CUST03734,DC019,EMP0055,2024-11-29,Fulfilled
ORD001054,CUST03320,DC021,EMP0195,2021-06-27,Backordered
ORD001055,CUST01487,DC019,EMP0456,2023-12-28,Pending
ORD001056,CUST02370,DC003,EMP0256,2021-05-27,Fulfilled
ORD001057,CUST03983,DC016,EMP0057,2021-08-29,Cancelled
ORD001058,CUST01203,DC013,EMP0386,2025-09-24,Fulfilled
ORD001059,CUST01059,DC022,EMP0486,2025-07-24,Pending
ORD001060,CUST02318,DC007,EMP0523,2024-10-02,Pending
ORD001061,CUST01093,DC017,EMP0095,2024-05-05,Fulfilled
ORD001062,CUST01532,DC005,EMP0604,2025-02-07,Backordered
ORD001063,CUST03361,DC009,EMP0647,2025-10-25,Backordered
ORD001064,CUST01432,DC024,EMP0298,2021-03-02,Fulfilled
ORD001065,CUST00550,DC004,EMP0293,2022-09-26,Backordered
ORD001066,CUST03359,DC003,EMP0706,2022-05-09,Backordered
ORD001067,CUST01430,DC004,EMP0572,2023-04-20,Cancelled
ORD001068,CUST03766,DC020,EMP0261,2025-05-03,Backordered
ORD001069,CUST03378,DC024,EMP0268,2025-12-15,Cancelled
ORD001070,CUST03392,DC003,EMP0444,2024-01-13,Cancelled
ORD001071,CUST00893,DC007,EMP0192,2024-07-31,Fulfilled
ORD001072,CUST00095,DC008,EMP0687,2021-02-07,Fulfilled
ORD001073,CUST02517,DC009,EMP0488,2023-11-07,Fulfilled
ORD001074,CUST01360,DC012,EMP0103,2025-09-11,Fulfilled
ORD001075,CUST02411,DC017,EMP0778,2021-08-04,Backordered
ORD001076,CUST00876,DC023,EMP0029,2021-10-18,Backordered
ORD001077,CUST00579,DC023,EMP0408,2023-08-05,Pending
ORD001078,CUST00514,DC009,EMP0132,2021-07-01,Fulfilled
ORD001079,CUST00312,DC011,EMP0404,2022-06-13,Fulfilled
ORD001080,CUST02980,DC021,EMP0062,2025-09-28,Fulfilled
ORD001081,CUST02783,DC020,EMP0583,2023-09-19,Cancelled
ORD001082,CUST02342,DC023,EMP0629,2022-08-25,Backordered
ORD001083,CUST03264,DC004,EMP0731,2021-04-24,Cancelled
ORD001084,CUST03492,DC006,EMP0395,2024-03-28,Cancelled
ORD001085,CUST03095,DC023,EMP0662,2022-04-13,Fulfilled
ORD001086,CUST02076,DC021,EMP0426,2021-04-26,Backordered
ORD001087,CUST00128,DC006,EMP0759,2021-03-21,Fulfilled
ORD001088,CUST02884,DC016,EMP0026,2025-03-28,Cancelled
ORD001089,CUST01420,DC024,EMP0384,2022-01-28,Fulfilled
ORD001090,CUST01593,DC002,EMP0492,2023-08-31,Backordered
ORD001091,CUST02014,DC013,EMP0487,2023-12-05,Fulfilled
ORD001092,CUST01716,DC024,EMP0566,2025-12-24,Fulfilled
ORD001093,CUST01468,DC006,EMP0046,2024-05-13,Cancelled
ORD001094,CUST01542,DC023,EMP0251,2022-09-24,Pending
ORD001095,CUST01916,DC009,EMP0108,2023-07-01,Fulfilled
ORD001096,CUST03257,DC014,EMP0201,2025-03-27,Fulfilled
ORD001097,CUST02786,DC010,EMP0736,2022-09-12,Fulfilled
ORD001098,CUST00725,DC018,EMP0029,2021-06-29,Cancelled
ORD001099,CUST01244,DC007,EMP0590,2021-05-16,Fulfilled
ORD001100,CUST00222,DC015,EMP0265,2025-04-21,Fulfilled
ORD001101,CUST01474,DC020,EMP0469,2022-11-19,Fulfilled
ORD001102,CUST01288,DC005,EMP0176,2023-02-28,Fulfilled
ORD001103,CUST00567,DC024,EMP0430,2024-05-23,Fulfilled
ORD001104,CUST01524,DC002,EMP0670,2023-08-09,Pending
ORD001105,CUST00018,DC017,EMP0242,2023-07-26,Cancelled
ORD001106,CUST03900,DC023,EMP0540,17/12/2023,Pending
ORD001107,CUST03173,DC007,EMP0543,2022-04-28,Cancelled
ORD001108,CUST02083,DC022,EMP0632,2023-09-17,Cancelled
ORD001109,CUST00328,DC022,EMP0453,2024-10-17,Fulfilled
ORD001110,CUST02288,DC024,EMP0551,2022-01-08,Fulfilled
ORD001111,CUST01774,DC020,EMP0795,2022-01-25,Cancelled
ORD001112,CUST00402,DC023,EMP0026,2023-10-19,Cancelled
ORD001113,CUST01930,DC015,EMP0017,2025-05-20,Fulfilled
ORD001114,CUST01196,DC012,EMP0793,2022-03-02,Fulfilled
ORD001115,CUST00844,DC017,EMP0526,2023-04-15,Cancelled
ORD001116,CUST00993,DC006,EMP0517,2025-03-26,Cancelled
ORD001117,CUST02781,DC024,EMP0118,2023-06-25,Pending
ORD001118,CUST01088,DC023,EMP0629,2022-10-21,Fulfilled
ORD001119,CUST00310,DC018,EMP0015,2021-08-25,Fulfilled
ORD001120,CUST01788,DC022,EMP0010,2023-04-19,Cancelled
ORD001121,CUST02256,DC021,EMP0618,2024-03-12,Backordered
ORD001122,CUST00637,DC017,EMP0115,2021-08-29,Pending
ORD001123,CUST01091,DC008,EMP0566,2021-07-21,Fulfilled
ORD001124,CUST03211,DC003,EMP0348,2021-08-08,Fulfilled
ORD001125,CUST03719,DC022,EMP0787,2021-03-01,Fulfilled
ORD001126,CUST02510,DC014,EMP0598,2022-11-28,Pending
ORD001127,CUST01345,DC011,EMP0209,2021-03-22,Fulfilled
ORD001128,CUST02014,DC015,EMP0085,2025-02-04,Cancelled
ORD001129,CUST01681,DC018,EMP0204,2023-11-25,Pending
ORD001130,CUST01730,DC006,EMP0416,2023-10-10,Backordered
ORD001131,CUST03005,DC020,EMP0150,2022-06-04,Pending
ORD001132,CUST01259,DC012,EMP0252,2024-10-20,Fulfilled
ORD001133,CUST02646,DC013,EMP0633,2025-03-26,Cancelled
ORD001134,CUST01623,DC023,EMP0060,2021-12-05,Cancelled
ORD001135,CUST02297,DC001,EMP0315,2021-10-23,Cancelled
ORD001136,CUST01530,DC018,EMP0550,2024-07-12,Fulfilled
ORD001137,CUST00972,DC008,EMP0350,2021-03-27,Fulfilled
ORD001138,CUST01574,DC013,EMP0041,29/6/2023,Fulfilled
ORD001139,CUST00248,DC007,EMP0569,2022-11-03,Fulfilled
ORD001140,CUST01799,DC003,EMP0007,2024-10-21,Cancelled
ORD001141,CUST03393,DC020,EMP0506,2024-08-24,Fulfilled
ORD001142,CUST01015,DC014,EMP0459,2023-08-17,Fulfilled
ORD001143,CUST02850,DC003,EMP0060,2022-05-26,Fulfilled
ORD001144,CUST00125,DC020,EMP0297,2024-12-29,Cancelled
ORD001145,CUST01454,DC022,EMP0107,2023-08-10,Fulfilled
ORD001146,CUST00042,DC016,EMP0229,2021-06-12,Fulfilled
ORD001147,CUST00821,DC010,EMP0513,2023-02-09,Fulfilled
ORD001148,CUST01389,DC001,EMP0138,2025-04-12,Fulfilled
ORD001149,CUST03288,DC011,EMP0663,2025-08-08,Pending
ORD001150,CUST00707,DC014,EMP0086,2025-05-16,Fulfilled
ORD001151,CUST02914,DC010,EMP0799,2023-12-25,Pending
ORD001152,CUST02869,DC006,EMP0509,2021-08-19,Fulfilled
ORD001153,CUST01467,DC018,EMP0673,2024-02-24,Fulfilled
ORD001154,CUST02153,DC005,EMP0147,2022-09-03,Fulfilled
ORD001155,CUST03235,DC017,EMP0340,2025-10-23,Fulfilled
ORD001156,CUST03559,DC007,EMP0395,2024-09-17,Cancelled
ORD001157,CUST01679,DC023,EMP0108,2021-06-18,Backordered
ORD001158,CUST03275,DC001,EMP0147,2022-11-26,Backordered
ORD001159,CUST03868,DC011,EMP0326,2025-01-29,Fulfilled
ORD001160,CUST01602,DC017,EMP0457,2022-11-21,Backordered
ORD001161,CUST02152,DC018,EMP0042,2021-04-16,Fulfilled
ORD001162,CUST03496,DC016,EMP0146,2022-12-18,Cancelled
ORD001163,CUST02571,DC020,EMP0563,2025-08-10,Fulfilled
ORD001164,CUST00383,DC008,EMP0480,2022-09-17,Backordered
ORD001165,CUST00705,DC018,EMP0183,2025-09-28,Fulfilled
ORD001166,CUST00343,DC013,EMP0291,2023-06-18,Backordered
ORD001167,CUST02542,DC011,EMP0659,2023-04-04,Fulfilled
ORD001168,CUST03210,DC014,EMP0535,2021-05-04,Backordered
ORD001169,CUST03297,DC014,EMP0035,2021-06-06,Backordered
ORD001170,CUST03532,DC024,EMP0065,2021-04-22,Fulfilled
ORD001171,CUST00561,DC012,EMP0553,2025-03-29,Fulfilled
ORD001172,CUST03267,DC016,EMP0786,2025-05-29,Cancelled
ORD001173,CUST03327,DC010,EMP0528,2023-08-02,Fulfilled
ORD001174,CUST02339,DC023,EMP0233,2023-11-04,Pending
ORD001175,CUST03775,DC017,EMP0016,2024-03-14,Fulfilled
ORD001176,CUST00190,DC019,EMP0108,2022-11-20,Backordered
ORD001177,CUST01914,DC023,EMP0676,2025-02-10,Fulfilled
ORD001178,CUST01925,DC023,EMP0274,2022-03-17,Fulfilled
ORD001179,CUST03226,DC003,EMP0325,2022-09-16,Fulfilled
ORD001180,CUST02476,DC012,EMP0136,2024-03-08,Fulfilled
ORD001181,CUST01089,DC013,EMP0005,2025-03-29,Cancelled
ORD001182,CUST02319,DC006,EMP0415,2024-04-30,Fulfilled
ORD001183,CUST01222,DC010,EMP0747,2024-10-10,Backordered
ORD001184,CUST01690,DC022,EMP0718,2024-10-05,Fulfilled
ORD001185,CUST03332,DC010,EMP0587,2024-12-10,Fulfilled
ORD001186,CUST00054,DC012,EMP0064,2022-08-28,Pending
ORD001187,CUST00414,DC020,EMP0314,2023-10-22,Backordered
ORD001188,CUST01862,DC011,EMP0264,2023-01-30,Fulfilled
ORD001189,CUST00902,DC011,EMP0380,2021-12-11,Cancelled
ORD001190,CUST00515,DC019,EMP0324,2023-08-15,Fulfilled
ORD001191,CUST01495,DC005,EMP0288,2025-08-06,Fulfilled
ORD001192,CUST01994,DC021,EMP0090,2023-11-30,Fulfilled
ORD001193,CUST03408,DC020,EMP0578,2025-06-01,Cancelled
ORD001194,CUST02755,DC007,EMP0297,2024-11-03,Fulfilled
ORD001195,CUST01846,DC006,EMP0376,2024-05-07,Fulfilled
ORD001196,CUST00917,DC012,EMP0282,2024-02-08,Backordered
ORD001197,CUST02427,DC011,EMP0466,2024-05-23,Fulfilled
ORD001198,CUST02128,DC024,EMP0384,2022-09-08,Fulfilled
ORD001199,CUST00033,DC002,EMP0159,2024-09-14,Fulfilled
ORD001200,CUST02973,DC021,EMP0473,2024-05-31,Cancelled
ORD001201,CUST02803,DC015,EMP0794,2023-02-15,Fulfilled
ORD001202,CUST01625,DC013,EMP0082,2024-01-15,Fulfilled
ORD001203,CUST02098,DC011,EMP0639,2025-12-08,Pending
ORD001204,CUST00218,DC019,EMP0655,2021-09-19,Fulfilled
ORD001205,CUST01158,DC004,EMP0011,2025-06-23,Fulfilled
ORD001206,CUST03824,DC001,EMP0109,2025-01-10,Fulfilled
ORD001207,CUST03040,DC004,EMP0072,2021-04-15,Pending
ORD001208,CUST01012,DC020,EMP0552,2022-05-11,Cancelled
ORD001209,CUST02425,DC014,EMP0437,2022-09-04,Pending
ORD001210,CUST00823,DC009,EMP0753,2023-09-16,Fulfilled
ORD001211,CUST00982,DC019,EMP0089,2024-11-03,Fulfilled
ORD001212,CUST00059,DC009,EMP0198,2024-05-13,Backordered
ORD001213,CUST00133,DC011,EMP0430,2023-04-01,Fulfilled
ORD001214,CUST00974,DC014,EMP0719,2025-04-04,Backordered
ORD001215,CUST01054,DC024,EMP0770,2022-06-06,Pending
ORD001216,CUST02526,DC009,EMP0310,2025-03-22,Fulfilled
ORD001217,CUST00312,DC001,EMP0421,2025-01-05,Cancelled
ORD001218,CUST02610,DC002,EMP0369,2024-06-04,Fulfilled
ORD001219,CUST00701,DC014,EMP0794,2022-04-15,Backordered
ORD001220,CUST03545,DC011,EMP0097,2021-07-03,Cancelled
ORD001221,CUST00421,DC002,EMP0264,2023-08-03,Fulfilled
ORD001222,CUST01072,DC013,EMP0235,2023-05-27,Cancelled
ORD001223,CUST00621,DC005,EMP0530,2024-04-01,Fulfilled
ORD001224,CUST02983,DC009,EMP0756,2022-09-23,Pending
ORD001225,CUST00188,DC023,EMP0663,2024-03-16,Fulfilled
ORD001226,CUST02023,DC021,EMP0225,2024-07-22,Fulfilled
ORD001227,CUST03890,DC009,EMP0113,2022-11-12,Fulfilled
ORD001228,CUST02467,DC023,EMP0164,2023-11-14,Pending
ORD001229,CUST00157,DC001,EMP0424,2023-01-02,Cancelled
ORD001230,CUST03925,DC006,EMP0106,2025-09-18,Cancelled
ORD001231,CUST00102,DC022,EMP0016,2024-09-02,Fulfilled
ORD001232,CUST01707,DC023,EMP0496,2024-12-19,Fulfilled
ORD001233,CUST02063,DC021,EMP0783,2025-04-21,Pending
ORD001234,CUST03437,DC018,EMP0727,2024-06-11,Fulfilled
ORD001235,CUST02587,DC008,EMP0034,2024-10-17,Cancelled
ORD001236,CUST01977,DC012,EMP0797,2022-04-27,Backordered
ORD001237,CUST00431,DC007,EMP0720,2023-11-13,Fulfilled
ORD001238,CUST01882,DC001,EMP0626,2021-07-03,Fulfilled
ORD001239,CUST02412,DC011,EMP0474,2022-08-04,Fulfilled
ORD001240,CUST01044,DC004,EMP0063,2022-02-28,Cancelled
ORD001241,CUST01786,DC004,EMP0398,2021-02-25,Backordered
ORD001242,CUST03130,DC011,EMP0218,2024-01-18,Fulfilled
ORD001243,CUST01698,DC016,EMP0029,2021-04-27,Pending
ORD001244,CUST02412,DC013,EMP0493,2025-11-20,Fulfilled
ORD001245,CUST02897,DC017,EMP0637,2022-10-27,Fulfilled
ORD001246,CUST03302,DC004,EMP0482,2023-08-31,Fulfilled
ORD001247,CUST02208,DC021,EMP0335,2023-03-26,Backordered
ORD001248,CUST02189,DC003,EMP0062,2023-10-10,Backordered
ORD001249,CUST02059,DC019,EMP0298,2021-09-21,Backordered
ORD001250,CUST02260,DC014,EMP0240,2024-11-14,Cancelled
ORD001251,CUST01522,DC005,EMP0679,2022-12-30,Pending
ORD001252,CUST02884,DC016,EMP0553,2023-02-15,Backordered
ORD001253,CUST01317,DC024,EMP0308,2021-01-06,Fulfilled
ORD001254,CUST01735,DC022,EMP0767,2021-06-15,Cancelled
ORD001255,CUST00354,DC012,EMP0213,2021-07-11,Backordered
ORD001256,CUST00593,DC010,EMP0143,2022-10-11,Cancelled
ORD001257,CUST02549,DC014,EMP0678,2025-04-23,Pending
ORD001258,CUST03875,DC015,EMP0422,2024-03-13,Cancelled
ORD001259,CUST02337,DC001,EMP0053,2025-05-30,Cancelled
ORD001260,CUST02062,DC004,EMP0410,2021-12-24,Fulfilled
ORD001261,CUST00469,DC008,EMP0508,2022-06-20,Backordered
ORD001262,CUST01737,DC009,EMP0687,2024-08-08,Cancelled
ORD001263,CUST03363,DC016,EMP0044,2025-11-28,Fulfilled
ORD001264,CUST00389,DC001,EMP0245,2022-09-17,Fulfilled
ORD001265,CUST01514,DC012,EMP0497,2021-05-29,Pending
ORD001266,CUST00285,DC018,EMP0228,22/4/2021,Backordered
ORD001267,CUST02080,DC010,EMP0628,2023-08-26,Cancelled
ORD001268,CUST03073,DC009,EMP0355,2022-01-06,Backordered
ORD001269,CUST02890,DC020,EMP0297,2025-09-14,Fulfilled
ORD001270,CUST00489,DC007,EMP0046,2021-02-20,Fulfilled
ORD001271,CUST02336,DC021,EMP0256,2022-02-07,Fulfilled
ORD001272,CUST01011,DC012,EMP0462,2021-04-16,Fulfilled
ORD001273,CUST02294,DC009,EMP0258,2025-04-16,Backordered
ORD001274,CUST02262,DC003,EMP0134,2023-08-15,Cancelled
ORD001275,CUST03728,DC021,EMP0729,2023-03-10,Backordered
ORD001276,CUST03254,DC023,EMP0492,2025-08-30,Fulfilled
ORD001277,CUST01320,DC022,EMP0295,2021-06-24,Pending
ORD001278,CUST02754,DC013,EMP0444,2021-04-09,Backordered
ORD001279,CUST01680,DC009,EMP0497,2023-06-10,Fulfilled
ORD001280,CUST01185,DC024,EMP0756,2022-03-05,Cancelled
ORD001281,CUST01076,DC017,EMP0335,2022-03-28,Pending
ORD001282,CUST00440,DC022,EMP0337,2022-11-30,Cancelled
ORD001283,CUST03425,DC002,EMP0026,2023-12-08,Cancelled
ORD001284,CUST00607,DC014,EMP0657,2022-04-21,Backordered
ORD001285,CUST01660,DC002,EMP0445,2022-05-03,Fulfilled
ORD001286,CUST03691,DC002,EMP0073,2025-02-26,Cancelled
ORD001287,CUST02587,DC005,EMP0735,2023-12-01,Fulfilled
ORD001288,CUST01379,DC020,EMP0182,2024-06-13,Fulfilled
ORD001289,CUST02935,DC024,EMP0239,2025-12-23,Fulfilled
ORD001290,CUST02959,DC023,EMP0385,2024-07-02,Fulfilled
ORD001291,CUST01304,DC004,EMP0078,2022-06-21,Backordered
ORD001292,CUST02852,DC002,EMP0394,2021-06-08,Fulfilled
ORD001293,CUST00385,DC007,EMP0528,2024-09-01,Fulfilled
ORD001294,CUST01701,DC005,EMP0630,2021-12-04,Pending
ORD001295,CUST01390,DC017,EMP0562,2025-04-13,Fulfilled
ORD001296,CUST03586,DC020,EMP0630,2025-01-13,Fulfilled
ORD001297,CUST00616,DC002,EMP0740,2022-11-10,Cancelled
ORD001298,CUST00580,DC011,EMP0149,2024-01-21,Backordered
ORD001299,CUST02792,DC020,EMP0079,2023-08-14,Cancelled
ORD001300,CUST01533,DC003,EMP0364,2023-10-24,Cancelled
ORD001301,CUST03591,DC002,EMP0628,2022-08-07,Cancelled
ORD001302,CUST03753,DC015,EMP0080,2025-11-13,Fulfilled
ORD001303,CUST02503,DC003,EMP0651,2024-05-04,Fulfilled
ORD001304,CUST02036,DC013,EMP0430,2025-04-21,Fulfilled
ORD001305,CUST01465,DC023,EMP0532,2022-06-05,Backordered
ORD001306,CUST01751,DC004,EMP0533,2024-07-14,Fulfilled
ORD001307,CUST00881,DC014,EMP0322,2021-06-14,Fulfilled
ORD001308,CUST00260,DC014,EMP0208,2021-01-18,Pending
ORD001309,CUST00431,DC008,EMP0415,2024-05-20,Pending
ORD001310,CUST03493,DC022,EMP0340,2022-01-09,Fulfilled
ORD001311,CUST02227,DC009,EMP0182,2023-02-22,Backordered
ORD001312,CUST00532,DC017,EMP0617,2021-12-18,Fulfilled
